Ticker,Drug,Stage,Catalyst
ZYNE,ZYN002 - STOP  Osteoarthritis,Phase 2,"08/14/2017  Phase 2 data released August 14, 2017 - primary endpoint not met. However, company still intends to initiate Phase 3 trial pending discussions with FDA."
OPHT,Fovista  Wet age-related macular degeneration (Wet-AMD),Phase 3,"08/14/2017  Phase 3 data released December 12, 2016 - primary endpoint not met. Data from third trial released August 14, 2017- primary endpoint not met."
GTXI,Enobosarm Breast cancer - advanced AR+ TNBC,Phase 2,"08/14/2017  Noted August 14, 2017 that trial will not continue due to insufficient clinical benefit response (CBR)."
REGN,REGN2222  Respiratory syncytial virus (RSV),Phase 3,"08/14/2017  Phase 3 data released August 14, 2017 - primary endpoint not met."
CVM,Multikine  Head and Neck cancer,Phase 3,"08/14/2017  Initiated Dec 2010. Announced partial clinical hold September 27, 2016. Full clinical hold noted May 2017. Clinical hold released - August 14, 2017."
BMY,CM-214 – Opdivo + Yervoy  First-line Renal cell carcinoma (RCC),Approved,"08/15/2017  Phase 3 data released August 15, 2017 - one of two co-primary endpoints met."
BMY,CM-214 – Opdivo + Yervoy  First-line Renal cell carcinoma (RCC),PDUFA priority review,"08/15/2017  Phase 3 data released August 15, 2017 - one of two co-primary endpoints met."
PFE,Inotuzumab Ozogamicin  Relapsed or Refractory Acute Lymphoblastic Leukemia in Adults,Approved,"08/17/2017  Approval announced August 17, 2017."
AZN,Lynparza - SOLO 2  Second-line ovarian cancer,Approved,"08/17/2017  Approval announced August 17, 2017."
IRWD,DUZALLO (LESINURAD AND ALLOPURINOL)  Hyperuricemia associated with gout,Approved,"08/21/2017  Approval announced August 21, 2017."
RARE,Aceneuramic acid extended release (Ace-ER)  GNE Myopathy,Phase 3,"08/22/2017  Phase 3 data released August 22, 2017 - endpoints not met."
ADMS,ADS-5102  Levodopa-Induced Dyskinesia,Approved,"08/24/2017  Approval announced August 24, 2017."
NVO,Victoza (liraglutide)  Type 2 diabetes,Approved,"08/25/2017  Approval announced August 25, 2017."
KMDA,KamRAB  Prophylaxis of rabies disease,Approved,"08/25/2017  Approval announced August 25, 2017."
XOMA,ACZ885 (canakinumab) CV risk reduction,CRL,"08/27/2017  Data presented August 27, 2017 showed a 77% reduction in lung cancer mortality."
NVS,ACZ885 (canakinumab) CV risk reduction,CRL,"08/27/2017  Data presented August 27, 2017 showed a 77% reduction in lung cancer mortality."
ANTH,Blisibimod  IgA nephropathy,Phase 2,"08/28/2017  Previously announced that Phase 2 primary endpoint not met following interim analysis. Trial to continue as a Phase 2 trial (initially planned as a Phase 2/3 trial). Top-line data released August 28, 2017."
AZN,"Faslodex (fulvestrant)  Monotherapy for expanded use in women with HR+, HER2- advanced breast cancer",Approved,"08/28/2017  Expanded approval announced August 28, 2017."
ACOR,INBRIJA (CVT-301)  OFF episodes of Parkinson’s disease (PD),PDUFA,"08/29/2017  Phase 3 data released February 9, 2017 - primary endpoint met. NDA filing announced June 29, 2017. However, FDA issued a Refuse-To-File letter August 30, 2017 (i.e. NDA not accepted)."
MDCO,Meropenem-vaborbactam  Complicated urinary tract infections (cUTI),Approved,"08/29/2017  Approved August 29, 2017."
MRK,Anacetrapib (MK-0859)  Raising HDL-C and reducing LDL-C,Phase 3,"08/29/2017  Phase 3 data due released June 27, 2017. Primary endpoint met but noted August 29, 2017 that key secondary endpoint was not met."
OTIC,OTO-104 AVERTS-1 Meniere's disease,Phase 3,08/30/2017  Phase 3 data released August 30 failed to meet primary and key secondary endpoints.
NVS,Kymriah (CTL019)  Relapsed/Refractory B-Cell Acute lymphoblastic leukemia,Approved,"08/30/2017  PDUFA date under priority review announced March 29, 2017. Approval announced early - August 30, 2017."
OTIC,OTIVIDEX  Ménière's disease,Phase 3,"08/30/2017  Phase 3 development suspended following failure of AVERTS-1 trial - August 30, 2017."
UTHR,Trevyent  Pulmonary Arterial Hypertension (PAH),NDA Filing,"08/31/2017  Refusal to file Letter (RTF) issued August 31, 2017 in response to NDA filing."
PFE,Mylotarg (gemtuzumab ozogamicin)  Acute myeloid leukemia (AML),Approved,"09/01/2017  Approval announced September 1, 2017."
CLLS,UCART123  Acute myeloid leukemia (AML) and in blastic plasmacytoid dendritic cell neoplasm (BPDCN).,Phase 1,"09/04/2017  Clinical hold announced September 4, 2017 following one fatality in the BPDCN clinical trial (ABC study)."
NVS,Fingolimod  Multiple Sclerosis (MS),Approved,09/05/2017  Phase 3 trial met primary endpoint.
BLPH,INOpulse delivery device  Pulmonary Hypertension associated with COPD (PH-COPD),Phase 2,"09/05/2017  Phase 2 trial met primary endpoint - noted September 5, 2017."
VYGR,VY-AADC01 Advanced Parkinson’s disease,Phase 1b,"09/06/2017  Phase 1b trial ongoing. Interim data released December 7, 2016. Positive Cohort 3 data released September 6, 2017. Phase 2/3 trial to commence late 2017."
VSTM,Duvelisib - DUO  Chronic lymphocytic leukemia (CLL)//Small Lymphocytic Lymphoma (SLL)/Follicular Lymphoma,Approved,"09/06/2017  Phase 3 data released September 6, 2017 - primary endpoint met."
SRPT,Golodirsen - Exon 53  Duchenne muscular dystrophy,NDA Filing,"09/06/2017  Phase 1/2 data released September 6, 2017 - endpoints met."
ALNY,Fitusiran Hemophilia A and B,Phase 2,"09/07/2017  Phase 2 trial suspended dosing due to fatal thrombotic event - noted September 7, 2017."
ABBV,ABT-494  Atopic Dermatitis,Phase 3,"09/07/2017  Phase 2b data released September 7, 2017 - primary endpoint met."
AMGN,Tezepelumab - NAVIGATOR  Asthma,Phase 3,"09/07/2017  Phase 2b data released September 7, 2017 - primary endpoint met."
AZN,Tezepelumab - NAVIGATOR  Asthma,Phase 3,"09/07/2017  Phase 2b data released September 7, 2017 - primary endpoint met."
BMY,CM-214 – Opdivo + Yervoy  First-line Renal cell carcinoma (RCC),Approved,09/07/2017  Phase 3 trial stopped early due to clear efficacy.
NLNK,Indoximod in combination with KEYTRUDA or Opdivo - Indigo301  Melanoma - cancer,Phase 3,"09/07/2017  Updated data released September 7, 2017 showed improvement in Complete Response (CR) to 20% (10/51 patients) compared to CR of 12% (6/51 patients)."
VRNA,RPL554  COPD,Phase 2a,"09/07/2017  Phase 2a positive data released September 7, 2017."
ADMS,ADS-4101  Partial onset seizures in patents with epilepsy,Phase 1b,"09/07/2017  Phase 1b top-line data released September 7, 2017."
CELG,"Durvalumab - FUSION  Relapsed and/or refractory multiple myeloma (RRMM), myelodysplastic syndromes and AML",Phase 1/2,"09/07/2017  Phase 1/2 MM trials placed on clinical hold - September 7, 2017. AML/MDS trials to continue."
KURA,Tipifarnib  Head and neck squamous cell carcinomas (HNSCC),Phase 2,09/07/2017  Phase 2 trial met primary endpoint prior to completion of enrollment.
BMY,CM-214 – Opdivo + Yervoy  First-line Renal cell carcinoma (RCC),PDUFA priority review,09/07/2017  Phase 3 trial stopped early due to clear efficacy.
UTHR,Orenitram Pulmonary arterial hypertension (PAH),Phase 3,"09/08/2017  Phase 3 data due 2H 2018. Independent data monitoring committee (DMC) noted September 8, 2017 that the trial should continue following its interim analysis."
LLY,KEYTRUDA + chemo (KEYNOTE-021)  First-Line Nonsquamous Non-small cell lung cancer (NSCLC),Approved,"09/08/2017  Phase 2 data presented at ESMO 2017 - ORR 57%, PFS 19 months, HR 0.54"
MRK,KEYTRUDA + chemo (KEYNOTE-021)  First-Line Nonsquamous Non-small cell lung cancer (NSCLC),Approved,"09/08/2017  Phase 2 data presented at ESMO 2017 - ORR 57%, PFS 19 months, HR 0.54"
SGEN,Tisotumab Vedotin (innovaTV 204 )  Cervical Cancer,Phase 2,09/08/2017  Phase 1/2 data presented at ESMO 2017. Response rate 32%.
IMDZ,CMB305 Soft tissue sarcomas,Phase 3,"09/08/2017  Phase 2 data at ESMO September 2017. PFS 2.6 months, Disease Control Rate 61%."
BGNE,Pamiparib (BGB-290)  Solid tumors - cancer,Phase 1/2,09/08/2017  Phase 1/2 preliminary data presented at ESMO 2017 - ORR 33%.
AZN,Tagrisso - FLAURA  First-line lung cancer,Approved,"09/09/2017  Late breaker at ESMO September 9, 2017 showed PFS 18.9 months compared with 10.2 SOC."
AZN,Durvalumab (PACIFIC)  Lung cancer,Approved,"09/09/2017  Late breaker at ESMO September 9, 2017 showed PFS 16.8 months v 5.6 months for placebo."
AZN,Tagrisso - FLAURA  First-line lung cancer,PDUFA priority review,"09/09/2017  Late breaker at ESMO September 9, 2017 showed PFS 18.9 months compared with 10.2 SOC."
EXEL,Cabozantinib - CABOSUN  First-Line RCC - cancer,Approved,09/09/2017  Late breaker at ESMO September 2017 showed PFS 8.6 months versus 5.3 months for sunitinib. HR 0.48
BPMC,BLU-554  Advanced hepatocellular carcinoma (HCC),Phase 1,"09/10/2017  Updated Phase 1 presented at ESMO September 10, 2017. 16% ORR in patients with FGFR4-driven HCC. 49% had tumor reduction."
PFE,PF-05280014  Herceptin biosimilar,Phase 3,09/10/2017  Phase 3 data presented at ESMO - risk ratio of 0.940.
BMY,CM-238 – Opdivo (Adjuvant)  Melanoma,Approved,"09/10/2017  Phase 3 interim data released June 6, 2017 - primary endpoint met. Data presented at ESMO September 10, 2017 - HR 0.65 compared to Yervoy."
IDRA,Tilsotolimod + ipilimumab - ILLUMINATE 204  Cancer - melanoma,Phase 2,"09/10/2017  Phase 1/2 data released September 10, 2017. 6/9 disease control with one CR. Phase 3 trial to be initiated 1Q 2018."
FPRX,FP-1039  Mesothelioma cancer,Phase 1b,09/11/2017  Data at ESMO showed ORR 48%.
INO,INO-5150  Prostate cancer,Phase 1b,09/11/2017  Phase 1b interim data presented at ESMO 2017.
ABBV,ABT-494 - SELECT-BEYOND  Rheumatoid arthritis,Phase 3,"09/11/2017  Phase 3 top-line released September 11, 2017. Endpoints met but with two patient deaths."
MRNS,Ganaxolone  CDKL5 disorder,Phase 3,"09/11/2017  Phase 2 top-line data released September 11, 2017."
ACHN,JNJ-4178 Hepatitis C (HCV),Phase 2a,"09/11/2017  Janssen noted September 11, 2017 that no further development planned."
ACHN,JNJ-4178 - OMEGA-1  Hepatitis C (HCV),Phase 2b,"09/11/2017  Janssen noted September 11, 2017 that no further development planned."
PFE,XALKORI (crizotinib)  ALK-positive advanced non-small cell lung cancer(NSCLC),Phase 3,09/11/2017  Phase 3 data presented at ESMO 2017 - Overall survial HR=0.760 (p=0.09)
REGN,Dupixent (dupilumab)  Asthma,Approved,"09/11/2017  Phase 3 data released September 11, 2017 - primary endpoints met. 46% improvement after 52 weeks in 300 mg group. sBLA filing due by end of 2017."
SNY,Dupixent (dupilumab)  Asthma,Approved,"09/11/2017  Phase 3 data released September 11, 2017 - primary endpoints met. 46% improvement after 52 weeks in 300 mg group. sBLA filing due by end of 2017."
ALDX,ADX-102  Dry eye syndrome,Phase 2b,"09/12/2017  Phase 2a data released September 11, 2017 - noted statistically and clinically significant activity."
SAGE,SAGE-547  SRSE,Phase 3,"09/12/2017  Phase 3 data released September 12, 2017 - primary endpoint not met."
FOLD,SD-101 Epidermolysis Bullosa (EB),Phase 3,"09/13/2017  Phase 3 top-line data released September 13, 2017 - endpoints not met."
GTXI,Enobosarm Postmenopausal women with stress urinary incontinence (SUI),Phase 2,"09/13/2017  Phase 2 data presented at International Continence Society Annual Meeting, September 13, 2017. Mean stress leaks decreased by 83% percent from baseline over 12 weeks."
GSK,Shingrix Shingles,Approved,"09/13/2017  Advisory Committee Meeting September 13, 2017 voted 11-0 in favor. PDUFA estimate October 24, 2017."
VNDA,Tradipitant  Atopic dermatitis,Phase 3,"09/13/2017  Phase 2 data released September 13, 2017 - primary endpoint not met."
AGEN,Shingrix Shingles,Approved,"09/13/2017  Advisory Committee Meeting September 13, 2017 voted 11-0 in favor. Shingrix, containing Agenus' adjuvant, QS-21 Stimulon."
AGN,MVASITM (bevacizumab-awwb)  Biosimilar candidate to Avastin (bevacizumab),Approved,"09/14/2017  Approved September 14, 2017."
AMGN,MVASITM (bevacizumab-awwb)  Biosimilar candidate to Avastin (bevacizumab),PDUFA,"09/14/2017  Approved September 14, 2017."
MRTX,Sitravatinib plus nivolumab  Non-small cell lung cancer (NSCLC),Phase 2,09/14/2017  Phase 2 preliminary data noted 3 out of 11 patients experienced a confirmed partial response.
PFE,XTANDI (PROSPER)  Non-metastatic high risk hormone-sensitive prostate cancer,Approved,"09/14/2017  Phase 3 data released September 14, 2017 - primary endpoint met."
AZN,Bydureon Type 2 Diabetes,Phase 3,"09/14/2017  Phase 3 Cardiovascular Outcome trial data released September 14, 2017 - primary efficacy objective of a superior reduction in MACE missed statistical significance (p=0.061)."
NEOS,NT-0201  Attention deficit hyperactivity disorder (ADHD),Approved,"09/15/2017  Approval announced September 15, 2017."
OPTN,XHANCE  Nasal polyps,Approved,"09/17/2017  Approval announced September 18, 2017 (prior to IPO)."
NBRV,Lefamulin - LEAP 1  Moderate to severe Community Acquired Bacterial Pneumonia (CABP),Phase 3,"09/18/2017  Phase 3 data released September 18, 2017 - primary endpoints met."
ABBV,Venclexta (MURANO)  Relapsed or refractory Chronic Lymphocytic Leukemia (CLL),Approved,"09/18/2017  Phase 3 data released September 18, 2017 - PFS primary endpoint met."
RHHBY,Venclexta (MURANO)  Relapsed or refractory Chronic Lymphocytic Leukemia (CLL),Approved,"09/18/2017  Phase 3 data released September 18, 2017 - PFS primary endpoint met."
GSK,Trelegy Ellipta (FF/UMEC/VI)  Chronic obstructive pulmonary disease (COPD),Approved,"09/18/2017  Approval announced September 18, 2017."
INVA,Trelegy Ellipta (FF/UMEC/VI)  Chronic obstructive pulmonary disease (COPD),Approved,"09/18/2017  Approval announced September 18, 2017."
SUPN,SPN-810  Impulsive Aggression in ADHD,Phase 3,"09/18/2017  Noted September 18, 2017 that the lower of the two doses will be discontinued following interim analysis."
PFE,Sutent (Sunitinib)  Renal cell carcinoma (RCC),Approved,"09/19/2017  Advisory Committee Meeting September 19, 2017 voted 6-6 the benefits outweigh risks."
KPTI,Selinexor - SEAL  Dedifferentiated liposarcoma,Phase 2/3,"09/20/2017  Phase 2/3 trial initiated January 2016.Topline data for the Phase 2 portion released September 20, 2017 - PFS HR 0.60. Phase 3 data due 2019."
ALNY,Patisiran Familial Amyloidotic Polyneuropathy (FAP) in Patients with ATTR,Approved,"09/20/2017  Phase 3 top-line data released September 20, 2017 - all endpoints met. NDA filing due by end of 2017."
SNY,Patisiran Familial Amyloidotic Polyneuropathy (FAP) in Patients with ATTR,Approved,"09/20/2017  Phase 3 top-line data released September 20, 2017 - all endpoints met. NDA filing due by end of 2017."
TBPH,Closed Triple - IMPACT  COPD,Phase 3,"09/20/2017  Phase 3 data released September 20, 2017 - primary endpoint met."
GSK,Closed Triple - IMPACT  COPD,Phase 3,"09/20/2017  Phase 3 data released September 20, 2017 - primary endpoint met."
INVA,Closed Triple - IMPACT  COPD,Phase 3,"09/20/2017  Phase 3 data released September 20, 2017 - primary endpoint met."
ARAV,"VRS-317 VELOCITY  Growth hormone deficiency, or GHD - pediatric",Phase 3,"09/21/2017  Phase 3 top-line data released September 21, 2017 - primary endpoint not met."
BCRX,RAPIVAB (peramivir injection)  Acute uncomplicated influenza to pediatric patients,Approved,"09/21/2017  Approved September 21, 2017."
BMY,Opdivo (CM-040)  Previously Treated Hepatocellular Carcinoma,Approved,"09/22/2017  Approved under priority review September 22, 2017."
MRK,Keytruda  Cancer - Third-line Gastric or Gastroesophageal Junction Adenocarcinoma,Approved,"09/22/2017  Approved September 22, 2017 - under priority review."
JNJ,Sirukumab Rheumatoid arthritis,CRL,"09/22/2017  CRL issued September 22, 2017. Advisory Committee Meeting August 2, 2017 voted 12-1 against that safety data is adequate to support approval. 13-0 in favor of efficacy."
EXEL,Esaxerenone (CS-3150)  Essential hypertension,Phase 3,"09/24/2017  Phase 3 trial met primary endpoint - September 24, 2017. Japanese regulatory filing due 1Q 2018."
GNCA,GEN-003  Genital herpes,-,"09/25/2017  Announced September 25, 2017 that development will be ceased."
PRQR,QR-010 Cystic Fibrosis,Phase 1b,"09/25/2017  Phase 1b top-line data released September 25, 2017. FEV levels not significant across four doses. One of four doses showed significance in subgroup."
IPCI,Rexista  Pain relief,CRL,"09/25/2017  CRL issued September 25, 2017. Advisory Committee Meeting July 26, 2017 had previously voted 22-1 against recommending approval."
ABUS,ARB-1467  Hepatitis B (HBV),Phase 2,"09/25/2017  Phase 2 Cohort 4 data released September 25, 2017 with detailed data due at AASLD in October 2017."
FCSC,FCX-007  Recessive dystrophic epidermolysis bullosa,Phase 1/2,"09/26/2017  Phase 1/2 initial data from three patients released September 26, 2017."
AXON,Intepirdine - MINDSET  Alzheimer's disease,Phase 3,"09/26/2017  Phase 3 data released September 26, 2017 - primary endpoints not met."
AZRX,MS1819-SD Exocrine pancreatic insufficiency (EPI) caused by chronic pancreatitis (CP),Phase 2,"09/27/2017  Phase 2a data from first six patients released September 27, 2017. CFA improvement of 21% noted in highest dose."
ZYNE,ZYN002  Fragile X syndrome,Phase 3,"09/28/2017  Phase 2 data released September 28, 2017. Company noted data were positive with primary endpoint met. Note though that trial was uncontrolled/open-label."
PRTA,PRX003  Psoriatic Arthritis,Phase 1b,"09/28/2017  Phase 1b data released September 28, 2017 - insufficient meaningful clinical effect for further development."
